pid,circle,map,line,area,bar,net,point,diagram,matrix,table,word,class,path
7417,0.000361972,0.000914118,0.024818109,0.047315126,0.76241032,0.01332288,0.001817864,0.064067835,0.007944681,0.063021611,0.014005471,bar,./static/imdb_vis30k/7416.png
7418,0.014250626,0.004626499,0.022015715,0.006169702,0.108831926,0.011682928,0.025407399,0.428213147,0.016835934,0.33316711,0.028799036,diagram,./static/imdb_vis30k/7417.png
7419,0.003067619,0.002649529,0.005207152,0.006977116,0.333288776,0.007613258,0.001995318,0.181437386,0.42301226,0.027303868,0.007447722,matrix,./static/imdb_vis30k/7418.png
7420,0.120253623,0.001212775,0.023468303,0.004474777,0.693695893,0.004613216,0.104950442,0.011494624,0.026157217,0.005565832,0.004113293,bar,./static/imdb_vis30k/7419.png
7421,0.472519087,0.001780862,2.85E-06,6.57E-06,6.36E-07,0.000109423,6.78E-06,0.524411633,0.001136746,1.11E-06,2.43E-05,diagram,./static/imdb_vis30k/7420.png
7422,0.000175456,0.000179599,0.001384011,0.001979826,0.002575481,0.002363597,0.000980434,0.164180206,0.001446346,0.8230785,0.001656566,table,./static/imdb_vis30k/7421.png
7423,0.06515381,0.000596498,0.003627854,0.005342406,0.031692641,0.035661964,0.025403732,0.788977887,0.036057061,0.004534742,0.002951413,diagram,./static/imdb_vis30k/7422.png
7424,0.002750782,0.000183545,0.000581689,2.21E-05,0.000160697,5.17E-05,8.00E-05,0.99204457,0.003975823,3.21E-05,0.000117,diagram,./static/imdb_vis30k/7423.png
7425,5.85E-06,1.40E-05,3.85E-06,3.69E-05,7.07E-06,2.02E-05,8.26E-06,0.999828834,1.41E-05,3.57E-06,5.74E-05,diagram,./static/imdb_vis30k/7424.png
7426,0.034242448,0.005279572,0.070313943,0.011657383,0.417048491,0.264981929,0.050051735,0.054650014,0.03352235,0.043861763,0.014390393,bar,./static/imdb_vis30k/7425.png
7427,0.000606521,0.005557565,0.016372959,7.20E-05,0.000701319,0.942437061,0.019953635,0.000667991,0.013162992,9.39E-05,0.000374018,net,./static/imdb_vis30k/7426.png
7428,0.001438433,0.140395444,0.000879676,0.006927685,0.005605445,0.019091533,0.004833614,0.450611706,0.361183423,0.001168297,0.007864781,diagram,./static/imdb_vis30k/7427.png
7429,0.000294278,0.000476039,0.002906277,0.00082157,0.002959046,0.012223153,0.00033224,0.259668733,0.001597476,0.701563235,0.017158,table,./static/imdb_vis30k/7428.png
7430,0.002516114,0.000196162,9.68E-05,0.000194342,0.034632271,0.000297405,0.000231947,0.000952598,0.190884472,0.768436671,0.001561227,table,./static/imdb_vis30k/7429.png
7431,0.008930976,0.043194294,0.471750318,0.018333815,0.029224628,0.005278227,0.113209897,0.22826404,0.025956667,0.047200421,0.008656742,line,./static/imdb_vis30k/7430.png
7432,0.000436987,0.011134537,0.001355403,0.00411031,0.001752407,0.001296735,0.000994944,0.950119219,0.02153524,0.0016075,0.005656667,diagram,./static/imdb_vis30k/7431.png
7433,0.002965955,0.002247418,5.49E-05,0.000167533,0.000467028,0.16861341,0.001244881,0.778677551,0.044942167,0.000490488,0.000128718,diagram,./static/imdb_vis30k/7432.png
7434,0.009563957,0.014715636,0.019054205,0.013257142,0.069739903,0.114213204,0.023619053,0.443875443,0.031767684,0.214791475,0.045402303,diagram,./static/imdb_vis30k/7433.png
7435,0.019569725,5.77E-05,0.000959518,0.000571046,0.001311229,0.579602048,0.06178699,0.32152036,0.000628475,0.013108241,0.000884653,net,./static/imdb_vis30k/7434.png
7436,7.10E-06,8.90E-07,0.000116835,3.89E-05,1.44E-05,4.53E-05,9.82E-06,3.77E-05,6.45E-06,0.999680321,4.23E-05,table,./static/imdb_vis30k/7435.png
7437,0.008112878,0.000472452,0.012318141,0.003464436,0.735197373,0.002053316,0.202775539,0.015561637,0.017937444,0.00200266,0.00010415,bar,./static/imdb_vis30k/7436.png
7438,0.026796254,0.766107306,2.94E-05,0.013252351,6.84E-05,3.30E-05,0.000791468,0.147629072,0.045144401,6.01E-06,0.000142367,map,./static/imdb_vis30k/7437.png
7439,0.025985844,0.000469775,0.003420129,0.004950497,0.039379609,0.001894343,0.007344998,0.016639349,0.44051006,0.458114419,0.001290991,table,./static/imdb_vis30k/7438.png
7440,0.001103464,0.000329385,0.003402564,0.006469907,0.001532392,0.001336667,0.005300333,0.8453132,0.033480898,0.100835173,0.000895994,diagram,./static/imdb_vis30k/7439.png
7441,0.020622069,0.002155757,0.000909836,0.000848113,0.005494153,0.133913631,0.708333816,0.116482061,0.004919583,0.004737205,0.001583764,point,./static/imdb_vis30k/7440.png
7442,0.005920862,0.000568231,0.008709622,0.003462092,0.033567774,0.006384394,0.000611625,0.108219839,0.003469876,0.823381291,0.005704387,table,./static/imdb_vis30k/7441.png
7443,0.30517426,0.006903173,0.008959728,0.022660829,0.011512928,0.053301919,0.087880148,0.386514334,0.059274883,0.031777663,0.026040127,diagram,./static/imdb_vis30k/7442.png
7444,0.026643357,0.001923321,0.047148727,0.039023542,0.374497594,0.018535797,0.016105296,0.124222169,0.059986082,0.271664821,0.020249332,bar,./static/imdb_vis30k/7443.png
7445,6.89E-05,0.117274648,0.000431967,8.53E-05,8.09E-05,0.00470205,0.00094277,0.875033007,0.00087054,0.000105985,0.000403986,diagram,./static/imdb_vis30k/7444.png
7446,0.001434285,3.49E-06,0.635377491,0.030538171,0.01312247,0.002681709,0.31206952,0.002920168,0.000174554,0.001444814,0.000233305,line,./static/imdb_vis30k/7445.png
7447,0.003446225,0.006910137,0.113978148,0.006508302,0.026157151,0.092999275,0.009589223,0.04889994,0.136637232,0.549349373,0.005525049,table,./static/imdb_vis30k/7446.png
7448,0.003332378,0.017321458,0.065849947,0.000813479,0.000345699,0.407823289,0.005105237,0.488758212,0.007427415,0.000601085,0.002621842,diagram,./static/imdb_vis30k/7447.png
7449,0.026009149,0.005305109,0.023106465,0.009455803,0.025024887,0.063416322,0.109257815,0.301363623,0.01265181,0.261210234,0.163198777,diagram,./static/imdb_vis30k/7448.png
7450,0.014364143,0.018040169,0.060456329,0.017135855,0.104647028,0.003717087,0.607946041,0.092473145,0.078114155,0.001155529,0.001950511,point,./static/imdb_vis30k/7449.png
7451,0.003200349,0.00475602,0.010653311,0.000236631,0.000769843,0.456097924,0.178023666,0.068451094,0.043677725,0.004323736,0.229809742,net,./static/imdb_vis30k/7450.png
7452,0.445666395,0.000504756,3.99E-05,0.000523147,3.60E-05,0.0001772,8.58E-05,0.289512287,0.261673599,0.000344015,0.001436938,circle,./static/imdb_vis30k/7451.png
7453,0.004145154,0.000235209,0.002019883,0.000898403,0.962938551,0.000420364,0.001193329,0.003667028,0.021076309,0.000786984,0.002618732,bar,./static/imdb_vis30k/7452.png
7454,0.000110131,0.998928293,1.61E-05,0.000327385,6.41E-06,1.26E-05,7.88E-05,0.000333859,0.000157583,3.40E-06,2.55E-05,map,./static/imdb_vis30k/7453.png
7455,0.000130771,0.001282282,6.78E-05,4.75E-05,3.24E-05,0.008518495,9.66E-05,0.946796104,0.041451933,0.000436309,0.001139825,diagram,./static/imdb_vis30k/7454.png
7456,0.000756732,0.000803277,0.000463374,1.60E-05,7.34E-06,0.157108398,2.74E-05,0.840676548,3.76E-05,4.79E-05,5.54E-05,diagram,./static/imdb_vis30k/7455.png
7457,0.000182725,1.21E-05,8.92E-06,6.08E-05,7.06E-05,3.51E-05,3.34E-05,6.31E-05,0.001409774,0.998062709,6.09E-05,table,./static/imdb_vis30k/7456.png
7458,0.000772816,0.000384839,0.004904216,0.000593164,0.001380296,0.137903353,0.000305327,0.802935377,0.048406288,0.001737611,0.000676756,diagram,./static/imdb_vis30k/7457.png
7459,0.010274913,0.000773797,0.725709551,0.035037144,0.013886055,0.088787867,0.022488806,0.093809512,0.003541525,0.002139399,0.003551429,line,./static/imdb_vis30k/7458.png
7460,0.006712422,0.079837219,0.00751617,0.005759248,0.053730998,0.157900025,0.006908337,0.437800789,0.208886857,0.018822793,0.016125097,diagram,./static/imdb_vis30k/7459.png
7461,0.01129477,0.000219629,0.907823146,0.007905343,0.005535837,0.011528611,0.024005043,0.026756264,0.001059032,0.003598414,0.000273838,line,./static/imdb_vis30k/7460.png
7462,0.000457133,0.000116082,0.001224382,0.004907723,0.035361729,0.00283342,0.000237517,0.013136507,0.001131307,0.939789197,0.000804974,table,./static/imdb_vis30k/7461.png
7463,0.002183396,0.002467977,0.000356642,0.000555659,0.003829736,0.015051058,0.001196224,0.684072121,0.281546584,0.006016194,0.002724415,diagram,./static/imdb_vis30k/7462.png
7464,0.642235462,0.000471848,0.001089933,0.000646401,0.000555171,0.031264453,0.002829531,0.277867288,0.040284189,0.000193555,0.002562167,circle,./static/imdb_vis30k/7463.png
7465,0.023885634,0.119845568,0.229606551,0.008859733,0.005145099,0.228098508,0.03703442,0.264853259,0.021691875,0.037341778,0.023637602,diagram,./static/imdb_vis30k/7464.png
7466,0.21244982,0.002760781,0.071518489,0.013462809,0.006551632,0.186982832,0.084104834,0.396548443,0.01925411,0.000963889,0.005402382,diagram,./static/imdb_vis30k/7465.png
7467,0.001573188,0.000710942,0.002489903,0.001093395,0.005292835,0.006834065,0.000604981,0.046938514,0.002772602,0.9138186,0.017870963,table,./static/imdb_vis30k/7466.png
7468,0.004629292,0.000857986,0.025219191,0.000933177,0.017981705,0.035255409,0.607409723,0.152620313,0.136543311,0.016897611,0.001652334,point,./static/imdb_vis30k/7467.png
7469,9.70E-08,8.56E-08,1.11E-08,7.66E-07,1.83E-05,7.89E-07,4.92E-07,0.001451078,0.998419571,0.000108189,6.32E-07,matrix,./static/imdb_vis30k/7468.png
7470,0.39317892,0.024869268,0.002831928,0.000925512,0.0064783,0.290011067,0.162445132,0.039883552,0.077362374,0.000718256,0.001295677,circle,./static/imdb_vis30k/7469.png
7471,0.99993056,4.77E-06,7.65E-08,4.76E-07,1.75E-06,1.60E-05,5.73E-06,2.36E-05,1.61E-05,4.55E-08,9.53E-07,circle,./static/imdb_vis30k/7470.png
7472,0.081081575,0.055846845,0.16969926,0.018383189,0.064919722,0.066995307,0.235515004,0.209702519,0.072049796,0.010529887,0.015276932,point,./static/imdb_vis30k/7471.png
7473,0.001460737,0.00041518,0.001174111,0.000159421,0.916116894,0.016028991,0.000111699,0.063293401,0.00087464,0.000108107,0.000256823,bar,./static/imdb_vis30k/7472.png
7474,0.012585863,0.001125006,0.049465382,0.007059693,0.095413923,0.049067416,0.004961563,0.051858353,0.008142571,0.683536981,0.03678327,table,./static/imdb_vis30k/7473.png
7475,0.000464062,0.00517921,0.005125895,0.000873105,0.000693659,0.026838015,0.063367478,0.890978696,0.00548072,0.000347536,0.000651638,diagram,./static/imdb_vis30k/7474.png
7476,0.148851282,0.0981166,0.007623091,0.007257043,0.029430306,0.085864147,0.112210322,0.082422235,0.395819137,0.019147781,0.013258031,matrix,./static/imdb_vis30k/7475.png
7477,0.006551404,0.003437586,0.384014473,0.015140691,0.131656169,0.254844433,0.02461569,0.124846858,0.006821564,0.044262299,0.003808825,line,./static/imdb_vis30k/7476.png
7478,0.000181717,0.007037884,0.121049489,0.07623524,0.009278626,0.002972075,0.000770274,0.203473575,0.557760319,0.018462921,0.002777909,matrix,./static/imdb_vis30k/7477.png
7479,0.002090677,6.55E-06,0.005708003,0.016895764,0.838663427,0.000593328,0.003130169,0.126096036,0.005486937,0.000689315,0.000639772,bar,./static/imdb_vis30k/7478.png
7480,0.012222273,0.000457215,0.003224545,0.434900742,0.495561739,0.000771453,0.00626696,0.027704588,0.015087226,0.002866467,0.000936813,bar,./static/imdb_vis30k/7479.png
7481,0.056303964,0.202168665,0.030522242,0.005821429,0.002113325,0.043858096,0.011180954,0.59507123,0.005141971,0.00826072,0.039557384,diagram,./static/imdb_vis30k/7480.png
7482,0.435491688,0.000801454,0.007964344,0.00065562,0.000284623,0.189798447,0.00183973,0.341706365,0.015718965,0.000522982,0.005215872,circle,./static/imdb_vis30k/7481.png
7483,0.051415917,0.001859093,0.431146186,0.003259509,0.01590682,0.176415571,0.004966995,0.293545373,0.000457152,0.002141508,0.018885879,line,./static/imdb_vis30k/7482.png
7484,0.000338765,0.000439707,0.000196813,0.000411462,7.09E-05,8.65E-05,4.77E-05,0.874356437,0.12382891,7.19E-05,0.000150966,diagram,./static/imdb_vis30k/7483.png
7485,0.107862655,0.000662874,0.001332357,0.002374827,0.003304616,0.000576596,0.002694133,0.653526066,0.218804437,0.004903878,0.003957537,diagram,./static/imdb_vis30k/7484.png
7486,0.001156537,0.000729456,0.012981401,0.001996311,0.079714056,0.002256375,0.001373045,0.74876895,0.134753108,0.014654545,0.001616182,diagram,./static/imdb_vis30k/7485.png
7487,0.004522159,0.001891729,0.001608299,0.005577787,0.020149041,0.00987227,0.002501579,0.497278833,0.433065713,0.019958897,0.003573721,diagram,./static/imdb_vis30k/7486.png
7488,1.79E-06,0.055806134,8.14E-06,1.02E-05,5.94E-06,0.000722699,1.76E-05,0.894782481,0.0484844,1.51E-05,0.000145576,diagram,./static/imdb_vis30k/7487.png
7489,0.011204191,0.005354404,0.002762152,0.000976842,0.001273936,0.032556031,0.00127212,0.325184463,0.001153062,0.000757446,0.61750533,word,./static/imdb_vis30k/7488.png
7490,0.027486891,0.063771309,0.01328175,0.003904377,0.003662587,0.737412513,0.01778362,0.117124146,0.007714966,0.001458749,0.006399071,net,./static/imdb_vis30k/7489.png
7491,0.159979943,0.000109434,0.000119851,0.000734505,0.000143162,0.001862426,0.000304577,0.834833607,0.001779963,3.89E-05,9.36E-05,diagram,./static/imdb_vis30k/7490.png
7492,0.046637988,0.019292621,0.1499494,0.020986622,0.112953338,0.060527101,0.086745611,0.170782028,0.161876982,0.070355261,0.099893029,diagram,./static/imdb_vis30k/7491.png
7493,0.006526168,0.001936546,0.000199523,7.07E-05,0.000130195,0.035742721,0.000386206,0.951512147,0.000645444,0.000286415,0.002563921,diagram,./static/imdb_vis30k/7492.png
7494,0.00106744,0.000243284,0.015356239,7.19E-05,5.99E-05,0.194872888,0.001087065,0.786296942,0.000584991,9.11E-05,0.000268271,diagram,./static/imdb_vis30k/7493.png
7495,0.098186559,0.029494123,0.047994897,0.01300057,0.038062031,0.043458923,0.04162185,0.324046796,0.145750083,0.106100555,0.112283605,diagram,./static/imdb_vis30k/7494.png
7496,0.000814187,0.000179764,0.00055252,0.000806567,0.97698325,0.000752115,0.000308937,0.000644018,0.003410873,0.006725503,0.008822254,bar,./static/imdb_vis30k/7495.png
7497,0.007362357,0.00180686,0.022833017,0.015135156,0.005498123,0.010935316,0.005503597,0.064220804,0.004671647,0.839851894,0.022181263,table,./static/imdb_vis30k/7496.png
7498,0.002625261,0.029139246,0.000521511,0.000292056,0.000115653,0.040386996,0.002583356,0.47120136,0.451507633,0.000550167,0.001076778,diagram,./static/imdb_vis30k/7497.png
7499,2.18E-05,0.000469238,2.48E-05,0.000315091,7.87E-05,0.005848881,0.000218665,0.444218876,0.461300652,0.06241902,0.025084281,matrix,./static/imdb_vis30k/7498.png
7500,0.011325837,0.000148633,0.001946351,0.010047059,0.836958084,0.00224476,0.006497963,0.018229303,0.082711896,0.027334366,0.002555736,bar,./static/imdb_vis30k/7499.png
7501,9.14E-05,0.532646119,0.002263058,0.01571459,3.89E-05,0.000882337,8.35E-05,0.3272018,0.114269312,0.00089975,0.005909193,map,./static/imdb_vis30k/7500.png
7502,0.062090811,8.36E-06,0.007888317,0.791931396,0.002268408,3.67E-05,0.009569797,0.125224796,0.000674736,5.60E-05,0.0002507,area,./static/imdb_vis30k/7501.png
7503,0.001664597,0.000207075,0.110876421,3.33E-05,0.000179147,0.052058062,0.000132966,0.830235717,0.001528684,6.07E-05,0.003023246,diagram,./static/imdb_vis30k/7502.png
7504,9.14E-05,2.73E-05,0.888827027,0.002659929,0.000374475,0.000107312,0.106692098,0.001110392,8.44E-05,4.52E-06,2.10E-05,line,./static/imdb_vis30k/7503.png
7505,0.025118298,0.001304506,0.005919355,0.001030092,0.266027418,0.354817063,0.02871907,0.23317327,0.081915083,0.000804761,0.001171125,net,./static/imdb_vis30k/7504.png
7506,0.000596576,0.000102374,0.007599781,0.008526758,0.018061051,0.00356285,0.00062589,0.029044223,0.001507632,0.92390096,0.006471918,table,./static/imdb_vis30k/7505.png
7507,0.013429635,0.000385817,0.019117975,0.010688009,0.023958279,0.604499964,0.233331137,0.068522021,0.002679693,0.011354364,0.012033116,net,./static/imdb_vis30k/7506.png
7508,0.014015507,0.007675587,0.07453424,0.184445562,0.206966033,0.072055402,0.254181671,0.070568051,0.061555718,0.044039716,0.009962536,point,./static/imdb_vis30k/7507.png
7509,0.00167391,0.009094899,0.003289322,0.006460053,7.62E-05,0.171315608,0.000510759,0.775009972,0.031321156,0.00017133,0.001076779,diagram,./static/imdb_vis30k/7508.png
7510,0.000170154,5.86E-05,0.000994753,0.000827419,2.86E-05,0.002332542,3.84E-05,0.992589971,0.002210269,5.78E-05,0.000691555,diagram,./static/imdb_vis30k/7509.png
7511,0.001336719,0.000793186,0.003595122,0.004016511,0.005640779,0.015994979,0.002018985,0.022134023,0.00205312,0.877738611,0.064677944,table,./static/imdb_vis30k/7510.png
7512,0.00032713,6.39E-05,0.001635897,0.000894932,0.000678271,0.002567785,0.00054776,0.056047425,0.001308821,0.935376841,0.000551268,table,./static/imdb_vis30k/7511.png
7513,0.002641112,0.002070005,0.002922239,0.001436658,0.000487641,0.002753148,0.000662093,0.18761601,0.000931885,0.762043911,0.036435305,table,./static/imdb_vis30k/7512.png
7514,0.10141234,0.013769363,0.095882798,0.25817891,0.011469516,0.092708273,0.010401164,0.356772657,0.033499975,0.003753651,0.022151338,diagram,./static/imdb_vis30k/7513.png
7515,0.000190317,0.639898527,0.001911491,0.003262057,0.000192527,0.00068608,0.000297641,0.33602321,0.013673568,0.000761514,0.003103062,map,./static/imdb_vis30k/7514.png
7516,0.009984048,0.044699965,0.001248446,0.003518931,0.000259342,0.116694146,0.001034684,0.726963068,0.094982328,0.000115699,0.00049935,diagram,./static/imdb_vis30k/7515.png
7517,6.88E-05,0.016452833,5.81E-05,0.000292874,0.000122141,0.000588393,9.64E-05,0.940492559,0.041313586,0.00010142,0.000412825,diagram,./static/imdb_vis30k/7516.png
7518,0.005465186,0.000353985,0.499771988,0.113341165,0.063993819,0.006246868,0.003137563,0.045539547,0.024407293,0.236521347,0.001221207,line,./static/imdb_vis30k/7517.png
7519,0.004113521,0.007828533,0.038755655,0.167921891,0.339448924,0.002760911,0.004831604,0.278790215,0.148553705,0.00190012,0.005094939,bar,./static/imdb_vis30k/7518.png
7520,0.000144672,0.591016323,3.96E-05,5.00E-05,0.000179617,0.004551926,0.000997276,0.399290265,0.000694615,1.60E-05,0.003019709,map,./static/imdb_vis30k/7519.png
7521,0.000166175,1.16E-05,4.68E-05,0.000117821,0.000494986,0.000179276,6.29E-05,0.000523367,0.003509038,0.994798217,8.99E-05,table,./static/imdb_vis30k/7520.png
7522,2.73E-05,0.000834155,0.000113624,2.19E-05,2.13E-05,0.104792125,0.000392522,0.892440651,0.001284688,3.07E-05,4.08E-05,diagram,./static/imdb_vis30k/7521.png
7523,4.85E-05,0.000177478,0.000828561,0.001255939,0.007811149,0.000624259,0.000228061,0.119239709,0.000877268,0.867107563,0.001801562,table,./static/imdb_vis30k/7522.png
7524,0.003598205,0.03531105,0.000907885,0.004585538,0.089493666,0.003715738,0.001525348,0.620366443,0.223695075,0.003068478,0.013732574,diagram,./static/imdb_vis30k/7523.png
7525,0.009937563,0.000618388,0.006075517,0.000913563,0.013176554,0.120506877,0.003110653,0.641255543,0.002966886,0.141148366,0.060290093,diagram,./static/imdb_vis30k/7524.png
7526,0.386760632,0.303070815,0.000445329,0.003798374,0.000973169,0.005715598,0.017381726,0.165874546,0.115248451,0.000509683,0.000221631,circle,./static/imdb_vis30k/7525.png
7527,0.258755835,0.001686188,0.006555837,0.004800797,0.000624057,0.099967171,0.224080194,0.395878436,0.004631315,0.000477385,0.002542747,diagram,./static/imdb_vis30k/7526.png
7528,6.61E-05,0.002957151,0.000202584,5.21E-06,3.75E-05,0.082744979,7.40E-05,0.8588649,0.054573323,3.92E-05,0.000435215,diagram,./static/imdb_vis30k/7527.png
7529,0.014948858,0.001128996,0.001283868,0.001556613,0.001414272,0.001587745,0.000480709,0.920754894,0.010125779,0.024493857,0.022224348,diagram,./static/imdb_vis30k/7528.png
7530,0.000155214,0.000267998,0.00142085,0.002087955,0.017152382,0.001700091,0.000364273,0.104614734,0.000852581,0.866094373,0.005289556,table,./static/imdb_vis30k/7529.png
7531,0.995917586,2.22E-05,5.25E-06,1.08E-05,5.33E-06,0.000789896,1.14E-05,0.003104419,1.02E-05,6.65E-07,0.000122419,circle,./static/imdb_vis30k/7530.png
7532,0.001636799,0.002146353,0.003863083,0.008173832,0.40286551,0.013209,0.001318676,0.162856601,0.010145057,0.383103586,0.010681521,bar,./static/imdb_vis30k/7531.png
7533,0.000173876,0.000856866,1.21E-05,0.000184595,9.21E-05,7.37E-05,0.000183774,0.216335635,0.781921205,7.63E-05,8.97E-05,matrix,./static/imdb_vis30k/7532.png
7534,0.004581522,0.007380066,0.038969132,0.003331842,0.028812321,0.308729857,0.025464769,0.527464819,0.016698698,0.023774658,0.014792327,diagram,./static/imdb_vis30k/7533.png
7535,6.61E-07,0.000121329,2.14E-07,9.16E-07,9.79E-07,0.002782984,8.21E-06,0.978608889,0.018474765,5.08E-08,9.71E-07,diagram,./static/imdb_vis30k/7534.png
7536,0.000788977,0.001283181,0.010180164,0.010953961,0.005666031,0.009898496,0.001090014,0.046851862,0.004982205,0.866500807,0.041804318,table,./static/imdb_vis30k/7535.png
7537,0.000450436,0.002082476,0.000126949,0.000664452,0.001468094,0.000480635,0.000102257,0.003015627,0.985526944,0.003618661,0.002463445,matrix,./static/imdb_vis30k/7536.png
7538,2.60E-05,8.69E-06,0.000206283,0.000370683,4.08E-05,0.000149182,1.09E-05,0.000164388,8.50E-05,0.998886884,5.11E-05,table,./static/imdb_vis30k/7537.png
7539,0.009268607,0.034217932,0.003137499,0.01574958,0.159246108,0.009791469,0.001059952,0.030170443,0.586832814,0.106576261,0.043949313,matrix,./static/imdb_vis30k/7538.png
7540,0.005733676,0.001755412,0.681736479,0.053823382,0.002536633,0.007603405,0.037383554,0.161262939,0.033980531,0.012475008,0.001708951,line,./static/imdb_vis30k/7539.png
7541,3.84E-05,0.000677667,5.60E-05,0.000193373,9.98E-05,0.000265841,6.18E-05,0.991902041,0.006268422,0.00029805,0.000138546,diagram,./static/imdb_vis30k/7540.png
7542,6.15E-05,2.03E-05,8.06E-06,1.02E-05,0.999367371,3.90E-06,2.98E-06,1.50E-05,0.000340624,9.17E-06,0.000160925,bar,./static/imdb_vis30k/7541.png
7543,0.020125283,0.0014136,0.009640136,0.011718873,0.118818731,0.035117523,0.272593757,0.010105413,0.500442733,0.018175612,0.001848373,matrix,./static/imdb_vis30k/7542.png
7544,0.036617415,0.000857395,0.004425596,0.004951915,0.032436654,0.054351271,0.051195574,0.005788941,0.257546836,0.55059035,0.001238013,table,./static/imdb_vis30k/7543.png
7545,0.002196274,0.017547986,0.000133989,0.000133384,0.007332942,0.159751019,0.112532419,0.230727186,0.468915339,0.00014102,0.000588455,matrix,./static/imdb_vis30k/7544.png
7546,2.96E-05,0.141366146,0.495534265,0.009733193,9.78E-05,0.004578912,5.67E-05,0.347669955,0.000114375,0.000190252,0.000628958,line,./static/imdb_vis30k/7545.png
7547,0.020146395,0.003063714,0.007488257,0.007002131,0.063554094,0.021304488,0.005806465,0.29578844,0.026308402,0.536803449,0.012734188,table,./static/imdb_vis30k/7546.png
7548,0.002494538,0.000293221,0.004720493,0.000273987,0.001577963,0.030398601,0.036578427,0.908057097,0.015147014,0.000265405,0.000193282,diagram,./static/imdb_vis30k/7547.png
7549,2.26E-05,0.01669419,0.000530196,0.000969212,2.64E-05,0.001019469,8.64E-05,0.972258637,0.008172025,1.24E-05,0.000208436,diagram,./static/imdb_vis30k/7548.png
7550,0.561884074,0.000105081,1.47E-05,3.04E-05,1.58E-05,0.154743094,0.001038058,0.26780525,0.014291846,3.42E-06,6.83E-05,circle,./static/imdb_vis30k/7549.png
7551,0.013611559,0.000255909,0.041848349,0.024515624,0.69847765,0.001400116,0.016857531,0.16104224,0.034173609,0.007274642,0.000542759,bar,./static/imdb_vis30k/7550.png
7552,1.85E-06,8.68E-08,8.90E-07,1.45E-05,9.30E-06,6.18E-06,1.39E-06,1.63E-05,3.39E-05,0.999914579,9.78E-07,table,./static/imdb_vis30k/7551.png
7553,1.32E-05,1.15E-06,1.23E-05,7.07E-06,0.999921744,1.03E-06,7.32E-06,5.51E-06,6.72E-06,1.50E-05,9.04E-06,bar,./static/imdb_vis30k/7552.png
7554,0.006516717,0.009373245,0.020010955,0.008376827,0.031633577,0.073610032,0.015253897,0.620565336,0.013053162,0.147028721,0.054577552,diagram,./static/imdb_vis30k/7553.png
7555,4.17E-05,0.014698089,6.84E-05,9.19E-05,6.55E-05,0.035662625,0.000226074,0.681072832,0.267587835,3.92E-05,0.000445865,diagram,./static/imdb_vis30k/7554.png
7556,3.95E-07,0.002444409,5.87E-07,3.74E-06,1.22E-06,2.29E-05,7.63E-07,0.997037313,0.00040997,3.24E-07,7.84E-05,diagram,./static/imdb_vis30k/7555.png
7557,0.005419595,0.165215189,0.014909216,0.004084147,0.002689412,0.691407859,0.095657082,0.00193697,0.002695746,0.000573068,0.015411725,net,./static/imdb_vis30k/7556.png
7558,0.003352334,0.000797273,0.000721503,0.001963636,0.000280493,0.006149747,0.001023254,0.88155458,0.101819337,0.001381035,0.000956822,diagram,./static/imdb_vis30k/7557.png
7559,0.008247563,0.000174633,0.647638968,0.041879371,0.134133114,0.000230198,0.096838941,0.064631366,0.004678766,0.000905801,0.000641214,line,./static/imdb_vis30k/7558.png
7560,0.001353385,0.05341077,0.005840978,0.469252174,0.466373369,1.43E-05,0.00331021,0.000181179,0.000218039,1.32E-05,3.24E-05,area,./static/imdb_vis30k/7559.png
7561,0.000210125,5.89E-05,0.000154276,0.000174746,3.27E-06,3.68E-05,3.36E-06,0.999250171,8.84E-05,5.25E-07,1.95E-05,diagram,./static/imdb_vis30k/7560.png
7562,0.000145124,6.51E-05,3.23E-05,4.42E-06,0.000339244,1.07E-06,0.999339697,3.08E-06,6.15E-05,1.52E-06,6.86E-06,point,./static/imdb_vis30k/7561.png
7563,0.446510607,0.215199041,0.003295095,0.003790604,0.062044773,0.018965259,0.069960188,0.043461771,0.132356585,0.000690217,0.003725865,circle,./static/imdb_vis30k/7562.png
7564,0.003849868,1.20E-05,0.000250579,0.000218565,0.812725972,0.000752761,0.00069274,0.167729937,0.013283293,0.0001985,0.0002858,bar,./static/imdb_vis30k/7563.png
7565,0.863362444,7.32E-05,0.001571895,0.001324027,0.000815984,0.001656453,0.000472537,0.082768115,0.045305465,0.000893695,0.001756223,circle,./static/imdb_vis30k/7564.png
7566,0.010651091,0.00433831,0.000979984,0.002287953,0.007494425,0.006015414,0.000935855,0.015317932,0.863728679,0.085336645,0.002913672,matrix,./static/imdb_vis30k/7565.png
7567,0.019349011,0.011366174,0.0003136,0.001176024,0.006959177,0.010498398,0.050110454,0.343776983,0.555924994,0.000330503,0.000194736,matrix,./static/imdb_vis30k/7566.png
7568,0.003008204,0.003025883,0.002384408,0.00131071,0.090541149,0.044372467,0.021304455,0.283256987,0.532228183,0.006167098,0.012400467,matrix,./static/imdb_vis30k/7567.png
7569,0.004110579,0.005571518,0.459609276,0.006510006,0.003694935,0.004925981,0.001762844,0.252508906,0.005209752,0.053419882,0.202676326,line,./static/imdb_vis30k/7568.png
